Áfríkà	非洲
Nikolaas Tinbergen	尼古拉斯·廷贝亨
439 Ohio	小行星439
4390 Madreteresa	小行星4390
4391 Balodis	小行星4391
4392 Agita	小行星4392
4393 Dawe	小行星4393
4394 Fritzheide	小行星4394
4395 Danbritt	小行星4395
4396 Gressmann	小行星4396
4397 Jalopez	小行星4397
4398 Chiara	小行星4398
4399 Ashizuri	小行星4399
4400 Bagryana	小行星4400
440 Theodora	小行星440
4402 Tsunemori	小行星4402
4403 Kuniharu	小行星4403
4404 Enirac	小行星4404
4405 Otava	小行星4405
4406 Mahler	小行星4406
4407 Taihaku	小行星4407
4409 Kissling	小行星4409
Yunifásítì ìlú Tübingen	蒂宾根大学
441 Bathilde	小行星441
4412 Chephren	小行星4412
4411 Kochibunkyo	小行星4411
4413 Mycerinos	小行星4413
4415 Echnaton	小行星4415
4416 Ramses	小行星4416
4417 Lecar	小行星4417
4418 Fredfranklin	小行星4418
4419 Allancook	小行星4419
4420 Alandreev	小行星4420
4421 Kayor	小行星4421
4422 Jarre	小行星4422
4423 Golden	小行星4423
4424 Arkhipova	小行星4424
4425 Bilk	小行星4425
4426 Roerich	小行星4426
Mungu ibariki Afrika	上帝保佑非洲
4427 Burnashev	小行星4427
4428 Khotinok	小行星4428
4429 Chinmoy	小行星4429
4430 Govorukhin	小行星4430
443 Photographica	小行星443
4431 Holeungholee	小行星4431
4432 McGraw-Hill	小行星4432
4433 Goldstone	小行星4433
4434 Nikulin	小行星4434
(4436) 1983 EX	小行星4436
4437 Yaroshenko	小行星4437
4438 Sykes	小行星4438
4439 Muroto	小行星4439
4440 Tchantchès	小行星4440
4441 Toshie	小行星4441
4442 Garcia	小行星4442
4444 Escher	小行星4444
4445 Jimstratton	小行星4445
4446 Carolyn	小行星4446
4447 Kirov	小行星4447
4448 Phildavis	小行星4448
4449 Sobinov	小行星4449
445 Edna	小行星445
4452 Ullacharles	小行星4452
4453 Bornholm	小行星4453
4454 Kumiko	小行星4454
4455 Ruriko	小行星4455
4456 Mawson	小行星4456
4457 van Gogh	小行星4457
4458 Oizumi	小行星4458
4459 Nusamaibashi	小行星4459
4460 Bihoro	小行星4460
446 Aeternitas	恆神星
4461 Sayama	小行星4461
4462 Vaughan	小行星4462
4463 Marschwarzschild	小行星4463
4464 Vulcano	小行星4464
4465 Rodita	小行星4465
4466 Abai	小行星4466
4467 Kaidanovskij	小行星4467
4468 Pogrebetskij	小行星4468
4469 Utting	小行星4469
447 Valentine	小行星447
4470 Sergeev-Censkij	小行星4470
4471 Graculus	小行星4471
4472 Navashin	小行星4472
4473 Sears	小行星4473
4474 Proust	小行星4474
4475 Voitkevich	小行星4475
4476 Bernstein	小行星4476
(4477) 1983 SB	小行星4477
4479 Charlieparker	小行星4479
4480 Nikitibotania	小行星4480
448 Natalie	小行星448
4481 Herbelin	小行星4481
4482 Frèrebasile	小行星4482
4483 Petöfi	小行星4483
4484 Sif	小行星4484
4485 Radonezhskij	小行星4485
4488 Tokitada	小行星4488
4490 Bambery	小行星4490
4491 Otaru	小行星4491
4492 Debussy	小行星4492
4493 Naitomitsu	小行星4493
(4495) 1988 VS	小行星4495
4494 Marimo	小行星4494
4496 Kamimachi	小行星4496
4497 Taguchi	小行星4497
4498 Shinkoyama	小行星4498
4499 Davidallen	小行星4499
450 Brigitta	小行星450
45 Eugenia	小行星45
4506 Hendrie	小行星4506
4509 Gorbatskij	小行星4509
4511 Rembrandt	小行星4511
451 Patientia	小行星451
4514 Vilen	小行星4514
4513 Louvre	小行星4513
François Arago	弗朗索瓦·阿拉戈
4515 Khrennikov	小行星4515
4516 Pugovkin	小行星4516
4518 Raikin	小行星4518
4519 Voronezh	小行星4519
4520 Dovzhenko	小行星4520
4521 Akimov	小行星4521
4527 Schoenberg	小行星4527
4528 Berg	小行星4528
4529 Webern	小行星4529
4532 Copland	小行星4532
4534 Rimskij-Korsakov	小行星4534
4537 Valgrirasp	小行星4537
4541 Mizuno	小行星4541
(4545) 1989 SB11	小行星4545
4546 Franck	小行星4546
4548 Wielen	小行星4548
4549 Burkhardt	小行星4549
4556 Gumilyov	小行星4556
4559 Strauss	小行星4559
4560 Klyuchevskij	小行星4560
4561 Lemeshev	小行星4561
4562 Poleungkuk	小行星4562
4566 Chaokuangpiu	小行星4566
4569 Baerbel	小行星4569
4575 Broman	小行星4575
4577 Chikako	小行星4577
4579 Puccini	小行星4579
4586 Gunvor	小行星4586
4588 Wislicenus	小行星4588
4609 Pizarro	小行星4609
Léopold Sédar Senghor	利奥波德·塞达尔·桑戈尔
462 Eriphyla	小行星462
463 Lola	小行星463
4646 Kwee	小行星4646
4649 Sumoto	小行星4649
4651 Wongkwancheng	小行星4651
46610 Besixdouze	小行星46610
467 Laura	小行星467
469 Argentina	小行星469
47 Aglaja	仁神星
470 Kilia	小行星470
4714 Toyohiro	小行星4714
471 Papagena	小行星471
4716 Urey	小行星4716
472 Roma	小行星472
4730 Xingmingzhou	小行星4730
473 Nolli	小行星473
4743 Kikuchi	小行星4743
474 Prudentia	小行星474
4746 Doi	小行星4746
4752 Myron	小行星4752
475 Ocllo	小行星475
4753 Phidias	小行星4753
4757 Liselotte	小行星4757
476 Hedwig	小行星476
4768 Hartley	小行星4768
477 Italia	小行星477
4771 Hayashi	小行星4771
478 Tergeste	小行星478
479 Caprera	小行星479
4790 Petrpravec	小行星4790
4797 Ako	小行星4797
4798 Mercator	小行星4798
4799 Hirasawa	小行星4799
480 Hansa	小行星480
48 Doris	昏神星
4801 Ohře	小行星4801
4802 Khatchaturian	小行星4802
Anschluss	德奧合併
4803 Birkle	小行星4803
4804 Pasteur	小行星4804
Carlos Fuentes	卡洛斯·富恩特斯
4807 Noboru	小行星4807
4808 Ballaero	小行星4808
4809 Robertball	小行星4809
4814 Casacci	小行星4814
481 Emita	小行星481
4818 Elgar	小行星4818
482 Petrina	小行星482
483 Seppina	小行星483
4837 Bickerton	小行星4837
4841 Manjiro	小行星4841
484 Pittsburghia	小行星484
4842 Atsushi	小行星4842
4843 Mégantic	小行星4843
4844 Matsuyama	小行星4844
4846 Tuthmosis	小行星4846
4847 Amenhotep	小行星4847
4848 Tutenchamun	小行星4848
4849 Ardenne	小行星4849
485 Genua	小行星485
4850 Palestrina	小行星4850
4860 Gubbio	小行星4860
486 Cremona	小行星486
487 Venetia	小行星487
4876 Strabo	小行星4876
4877 Humboldt	小行星4877
488 Kreusa	小行星488
489 Comacina	小行星489
49 Pales	牧神星
4906 Seneferu	小行星4906
Àsìá ilẹ̀ Sri Lanka	斯里兰卡国旗
Norman Borlaug	诺曼·布劳格
4907 Zoser	小行星4907
4908 Ward	小行星4908
4909 Couteau	小行星4909
491 Carina	小行星491
4923 Clarke	小行星4923
4925 Zhoushan	小行星4925
493 Griseldis	小行星493
494 Virtus	小行星494
495 Eulalia	小行星495
4951 Iwamoto	小行星4951
Hepatitis C	丙型肝炎
4960 Mayo	小行星4960
4969 Lawrence	小行星4969
497 Iva	小行星497
4975 Dohmoto	小行星4975
4977 Rauthgundis	小行星4977
4978 Seitz	小行星4978
4980 Magomaev	小行星4980
498 Tokio	小行星498
4988 Chushuho	小行星4988
499 Venusia	小行星499
50 Virginia	贞女星
500 Selinur	小行星500
5002 Marnix	小行星5002
5003 Silvanominuto	小行星5003
5004 Bruch	小行星5004
5006 Teller	小行星5006
501 Urhixidur	小行星501
5014 Gorchakov	小行星5014
502 Sigune	小行星502
5020 Asimov	小行星5020
Hugo Grotius	胡果·格老秀斯
5033 Mistral	小行星5033
503 Evelyn	小行星503
5035 Swift	小行星5035
5036 Tuttle	小行星5036
504 Cora	小行星504
5048 Moriarty	小行星5048
5049 Sherlock	小行星5049
505 Cava	小行星505
5050 Doctorwatson	小行星5050
507 Laodica	小行星507
5073 Junttura	小行星5073
508 Princetonia	小行星508
509 Iolanda	小行星509
510 Mabella	小行星510
5117 Mokotoyama	小行星5117
511 Davida	小行星511
5121 Numazawa	小行星5121
512 Taurinensis	小行星512
513 Centesima	小行星513
5142 Okutama	小行星5142
514 Armida	小行星514
(5153) 1940 GO	小行星5153
5154 Leonov	小行星5154
5158 Ogarev	小行星5158
516 Amherstia	小行星516
517 Edith	小行星517
51823 Rickhusband	小行星51823
518 Halawe	小行星518
51826 Kalpanachawla	小行星51826
51828 Ilanramon	小行星51828
51829 Williemccool	小行星51829
5188 Paine	小行星5188
519 Sylvania	小行星519
52 Europa	欧女星
520 Franziska	小行星520
5214 Oozora	小行星5214
521 Brixia	小行星521
(5216) 1941 HA	小行星5216
5224 Abbe	小行星5224
522 Helga	小行星522
523 Ada	小行星523
5231 Verne	小行星5231
524 Fidelio	小行星524
5255 Johnsophie	小行星5255
5256 Farquhar	小行星5256
5264 Telephus	小行星5264
527 Euryanthe	小行星527
528 Rezia	小行星528
National Basketball Association	NBA
529 Preziosa	小行星529
53 Kalypso	岛神星
530 Turandot	小行星530
532 Herculina	大力神星
533 Sara	小行星533
534 Nassovia	小行星534
535 Montague	小行星535
536 Merapi	小行星536
5369 Virgiugum	小行星5369
537 Pauly	小行星537
5374 Hokutosei	小行星5374
5379 Abehiroshi	小行星5379
538 Friederike	小行星538
539 Pamina	小行星539
54 Alexandra	哲女星
541 Deborah	小行星541
542 Susanna	小行星542
Charles Brenton Huggins	查爾斯·布蘭頓·哈金斯
543 Charlotte	小行星543
Archibald Hill	阿奇博爾德·希爾
Stanley B. Prusiner	史坦利·布魯希納
544 Jetta	小行星544
Gnassingbé Eyadéma	纳辛贝·埃亚德马
545 Messalina	小行星545
(5452) 1937 NN	小行星5452
Costas Simitis	科斯塔斯·西米蒂斯
Páúlù ilẹ̀ Gríìsì	保罗一世 (希腊)
5454 Kojiki	小行星5454
Heinrich Brüning	海因里希·布吕宁
546 Herodias	小行星546
Sékou Touré	艾哈迈德·塞古·杜尔
547 Praxedis	小行星547
Jean-Michel Basquiat	尚·米榭·巴斯奇亞
5473 Yamanashi	小行星5473
Toni Braxton	唐妮·布蕾斯顿
Léon Jouhaux	莱昂·儒奥
5484 Inoda	小行星5484
Hans Luther	汉斯·路德
548 Kressida	小行星548
549 Jessonda	小行星549
550 Senta	小行星550
5513 Yukio	小行星5513
551 Ortrud	小行星551
5520 Natori	小行星5520
552 Sigelinde	小行星552
5526 Kenzo	小行星5526
5533 Bagrov	小行星5533
(5534) 1941 UN	小行星5534
554 Peraga	小行星554
5552 Studnička	小行星5552
César Milstein	色萨·米尔斯坦
Eric Kandel	埃里克·坎德尔
556 Phyllis	小行星556
557 Violetta	小行星557
558 Carmen	小行星558
559 Nanon	小行星559
5591 Koyo	小行星5591
56 Melete	中神星
560 Delila	小行星560
(5604) 1992 FE	小行星5604
5609 Stroncone	小行星5609
(5611) 1943 DL	小行星5611
5619 Shair	小行星5619
562 Salome	小行星562
563 Suleika	小行星563
5632 Ingelehmann	小行星5632
564 Dudu	小行星564
565 Marbachia	小行星565
5654 Terni	小行星5654
5656 Oldfield	小行星5656
566 Stereoskopia	小行星566
567 Eleutheria	小行星567
5678 DuBridge	小行星5678
568 Cheruskia	小行星568
569 Misa	小行星569
570 Kythera	小行星570
57 Mnemosyne	龙女星
5702 Morando	小行星5702
(5718) 1983 PB	小行星5718
571 Dulcinea	小行星571
572 Rebekka	小行星572
573 Recha	小行星573
5744 Yorimasa	小行星5744
574 Reginhild	小行星574
5757 Tichá	小行星5757
575 Renate	小行星575
(5763) 1982 MA	小行星5763
576 Emanuela	小行星576
577 Rhea	母神星
578 Happelia	小行星578
579 Sidonia	小行星579
58 Concordia	协神星
580 Selene	月女星
582 Olympia	小行星582
583 Klotilde	小行星583
584 Semiramis	小行星584
585 Bilkis	小行星585
Lichtenstein Castle	利希滕施泰因城堡
586 Thekla	小行星586
587 Hypsipyle	小行星587
Chris Brown	克里斯·布朗
5889 Mickiewicz	小行星5889
589 Croatia	小行星589
5893 Coltrane	小行星5893
(5898) 1985 KE	小行星5898
590 Tomyris	小行星590
59 Elpis	乾神星
5900 Jensen	小行星5900
591 Irmgard	小行星591
592 Bathseba	小行星592
5926 Schönfeld	小行星5926
593 Titania	小行星593
594 Mireille	小行星594
595 Polyxena	小行星595
596 Scheila	小行星596
597 Bandusia	小行星597
Igor Tamm	伊戈尔·叶夫根耶维奇·塔姆
(5985) 1942 RJ	小行星5985
598 Octavia	小行星598
599 Luisa	小行星599
Masatoshi Koshiba	小柴昌俊
Hideki Yukawa	汤川秀树
2781 Kleczek	小行星2781
Louis Néel	路易·奈耳
6000 United Nations	小行星6000
Dennis Gabor	丹尼斯·加博尔
6001 Thales	小行星6001
6006 Anaximandros	小行星6006
Eugene Wigner	尤金·维格纳
6015 Paularego	小行星6015
601 Nerthus	小行星601
Hans Bethe	汉斯·贝特
602 Marianna	小行星602
6025 Naotosato	小行星6025
6031 Ryokan	小行星6031
(6034) 1987 JA	小行星6034
603 Timandra	小行星603
6036 Weinberg	小行星6036
604 Tekmessa	小行星604
605 Juvisia	小行星605
6051 Anaximenes	小行星6051
Juscelino Kubitschek de Oliveira	儒塞利諾·庫比契克
6060 Doudleby	小行星6060
606 Brangäne	小行星606
6064 Holašovice	小行星6064
6068 Brandenburg	小行星6068
(6073) 1939 UB	小行星6073
607 Jenny	小行星607
6075 Zajtsev	小行星6075
6077 Messner	小行星6077
Chinua Achebe	奇努阿·阿切贝
608 Adolfine	小行星608
609 Fulvia	小行星609
610 Valeska	小行星610
61 Danaë	囚神星
6107 Osterbrock	小行星6107
611 Valeria	小行星611
612 Veronika	小行星612
6129 Demokritos	小行星6129
Mirek Topolánek	米雷克·托波拉内克
613 Ginevra	小行星613
614 Pia	小行星614
615 Roswitha	小行星615
616 Elly	小行星616
618 Elfriede	小行星618
6181 Bobweber	小行星6181
6198 Shirakawa	小行星6198
619 Triberga	小行星619
620 Drakonia	小行星620
6208 Wakata	小行星6208
622 Esther	小行星622
6220 Stepanmakarov	小行星6220
623 Chimaera	小行星623
Pópù Clement 10k	克雷芒十世
625 Xenia	小行星625
833 Monica	小行星833
Pópù Clement 9k	克雷芒九世
626 Notburga	小行星626
627 Charis	小行星627
628 Christine	小行星628
629 Bernardina	小行星629
Pópù Benedict 13k	本篤十三世
4690 Strasbourg	小行星4690
631 Philippina	小行星631
632 Pyrrha	小行星632
6320 Bremen	小行星6320
6332 Vorarlberg	小行星6332
633 Zelima	小行星633
6336 Dodo	小行星6336
6349 Acapulco	小行星6349
634 Ute	小行星634
6354 Vangelis	小行星6354
635 Vundtia	小行星635
636 Erika	小行星636
638 Moira	小行星638
639 Latona	小行星639
640 Brambilla	小行星640
64 Angelina	神女星
6401 Roentgen	小行星6401
6417 Liberati	小行星6417
641 Agnes	小行星641
642 Clara	小行星642
643 Scheherezade	小行星643
6439 Tirol	小行星6439
644 Cosima	小行星644
646 Kastalia	小行星646
648 Pippa	小行星648
649 Josefa	小行星649
65 Cybele	原神星
6504 Lehmbruck	小行星6504
650 Amalasuntha	小行星650
6519 Giono	小行星6519
651 Antikleia	小行星651
6524 Baalke	小行星6524
652 Jubilatrix	小行星652
6535 Archipenko	小行星6535
654 Zelinda	小行星654
6549 Skryabin	小行星6549
6559 Nomura	小行星6559
6569 Ondaatje	小行星6569
6572 Carson	小行星6572
657 Gunlöd	小行星657
658 Asteria	小行星658
6596 Bittner	小行星6596
Pierre Bourdieu	皮耶·布迪厄
Russell Alan Hulse	拉塞尔·赫尔斯
6615 Plutarchos	小行星6615
Mẹ̀túsélà	瑪土撒拉
663 Gerlinde	小行星663
664 Judith	小行星664
665 Sabine	小行星665
6653 Feininger	小行星6653
J. B. S. Haldane	约翰·伯顿·桑德森·霍尔丹
666 Desdemona	小行星666
667 Denise	小行星667
Sarvepalli Radhakrishnan	萨瓦帕利·拉达克里希南
6681 Prokopovich	小行星6681
668 Dora	小行星668
669 Kypria	小行星669
670 Ottegebe	小行星670
671 Carnegia	小行星671
672 Astarte	小行星672
674 Rachele	小行星674
677 Aaltje	小行星677
6777 Balakirev	小行星6777
6780 Borodin	小行星6780
678 Fredegundis	小行星678
6798 Couperin	小行星6798
679 Pax	小行星679
680 Genoveva	小行星680
68 Leto	明神星
682 Hagar	小行星682
681 Gorgo	小行星681
6826 Lavoisier	小行星6826
6828 Elbsteel	小行星6828
6836 Paranal	小行星6836
683 Lanzia	小行星683
6838 Okuda	小行星6838
Hugo Theorell	胡戈·特奥雷尔
Corneille Heymans	柯奈尔·海门斯
684 Hildburg	小行星684
6859 Datemasamune	小行星6859
William Howard Stein	威廉·霍华德·斯坦
686 Gersuind	小行星686
687 Tinette	小行星687
Georgios Papadopoulos	乔治斯·帕帕佐普洛斯
688 Melanie	小行星688
6886 Grote	小行星6886
Pierre Mauroy	皮埃尔·莫鲁瓦
6887 Hasuo	小行星6887
69 Hesperia	夕神星
691 Lehigh	小行星691
6923 Borzacchini	小行星6923
6928 Lanna	小行星6928
693 Zerbinetta	小行星693
694 Ekard	小行星694
695 Bella	小行星695
6961 Ashitaka	小行星6961
6973 Karajan	小行星6973
697 Galilea	小行星697
6977 Jaucourt	小行星6977
698 Ernestina	小行星698
699 Hela	小行星699
6996 Alvensleben	小行星6996
70 Panopaea	蟹神星
7000 Curie	小行星7000
701 Oriola	小行星701
702 Alauda	小行星702
7030 Colombini	小行星7030
703 Noëmi	小行星703
7037 Davidlean	小行星7037
7043 Godart	小行星7043
704 Interamnia	小行星704
705 Erminia	小行星705
7061 Pieri	小行星7061
706 Hirundo	小行星706
707 Steina	小行星707
708 Raphaela	小行星708
709 Fringilla	小行星709
7102 Neilbone	小行星7102
713 Luscinia	小行星713
714 Ulula	小行星714
715 Transvaalia	小行星715
7167 Laupheim	小行星7167
716 Berkeley	小行星716
717 Wisibada	小行星717
718 Erida	小行星718
7199 Brianza	小行星7199
720 Bohlinia	小行星720
72 Feronia	期女星
721 Tabora	小行星721
722 Frieda	小行星722
723 Hammonia	小行星723
7231 Porco	小行星7231
724 Hapag	小行星724
725 Amanda	小行星725
7256 Bonhoeffer	小行星7256
726 Joëlla	小行星726
727 Nipponia	小行星727
729 Watsonia	小行星729
730 Athanasia	小行星730
7300 Yoshisada	小行星7300
7307 Takei	小行星7307
Felipe González	费利佩·冈萨雷斯
7317 Cabot	小行星7317
731 Sorga	小行星731
Konstantinos Karamanlis	康斯坦丁·卡拉曼利斯
732 Tjilaki	小行星732
733 Mocia	小行星733
734 Benda	小行星734
735 Marghanna	小行星735
737 Arequipa	小行星737
Getúlio Vargas	热图利奥·瓦加斯
738 Alagasta	小行星738
739 Mandeville	小行星739
7392 Kowalski	小行星7392
74 Galatea	巫女星
740 Cantabia	小行星740
741 Botolphia	小行星741
7414 Bosch	小行星7414
743 Eugenisis	小行星743
744 Aguntina	小行星744
7448 Pöllath	小行星7448
745 Mauritia	小行星745
746 Marlu	小行星746
7470 Jabberwock	小行星7470
748 Simeïsa	小行星748
7491 Linzerag	小行星7491
749 Malzovia	小行星749
75 Eurydike	狱神星
750 Oskar	小行星750
Dievs, svētī Latviju!	上帝保祐拉脫維亞
751 Faïna	小行星751
752 Sulamitis	小行星752
7536 Fahrenheit	小行星7536
753 Tiflis	小行星753
7537 Solvay	小行星7537
754 Malabar	小行星754
7553 Buie	小行星7553
7565 Zipfel	小行星7565
756 Lilliana	小行星756
7571 Weisse Rose	小行星7571
757 Portlandia	小行星757
7578 Georgböhm	小行星7578
7583 Rosegger	小行星7583
758 Mancunia	小行星758
7584 Ossietzky	小行星7584
7587 Weckmann	小行星7587
7599 Munari	小行星7599
759 Vinifera	小行星759
760 Massinga	小行星760
761 Brendelia	小行星761
762 Pulcova	小行星762
7636 Comba	小行星7636
7638 Gladman	小行星7638
764 Gedania	小行星764
765 Mattiaca	小行星765
766 Moguntia	小行星766
768 Struveana	小行星768
769 Tatjana	小行星769
770 Bali	小行星770
77 Frigga	寒神星
771 Libera	小行星771
772 Tanete	小行星772
773 Irmintraud	小行星773
774 Armor	小行星774
775 Lumière	小行星775
776 Berbericia	小行星776
7769 Okuni	小行星7769
777 Gutemberga	小行星777
778 Theobalda	小行星778
