Afrihkká	非洲
Kategoriija:Jápmimat 1864	Category:1864年逝世
Kategoriija:1865	Category:1865年
Kategoriija:Jápmimat 1865	Category:1865年逝世
Kategoriija:1866	Category:1866年
Kategoriija:Jápmimat 1866	Category:1866年逝世
Kategoriija:Jápmimat 1867	Category:1867年逝世
Kategoriija:1868	Category:1868年
Kategoriija:1869	Category:1869年
Kategoriija:Jápmimat 1869	Category:1869年逝世
Kategoriija:1870	Category:1870年
Kategoriija:Jápmimat 1870	Category:1870年逝世
Kategoriija:1871	Category:1871年
Kategoriija:Jápmimat 1871	Category:1871年逝世
Kategoriija:1872	Category:1872年
Kategoriija:Jápmimat 1872	Category:1872年逝世
Kategoriija:Jápmimat 1873	Category:1873年逝世
Kategoriija:1874	Category:1874年
Kategoriija:1875	Category:1875年
Kategoriija:1876	Category:1876年
Kategoriija:Jápmimat 1876	Category:1876年逝世
Kategoriija:1877	Category:1877年
Kategoriija:Jápmimat 1877	Category:1877年逝世
Kategoriija:Jápmimat 1878	Category:1878年逝世
Kategoriija:1879	Category:1879年
Kategoriija:Jápmimat 1879	Category:1879年逝世
Kategoriija:1880	Category:1880年
Kategoriija:1881	Category:1881年
Kategoriija:1882	Category:1882年
Kategoriija:1883	Category:1883年
Kategoriija:1884	Category:1884年
Kategoriija:1885	Category:1885年
Kategoriija:Jápmimat 1885	Category:1885年逝世
Kategoriija:1886	Category:1886年
Kategoriija:Jápmimat 1886	Category:1886年逝世
Kategoriija:1887	Category:1887年
Kategoriija:Jápmimat 1887	Category:1887年逝世
Kategoriija:1889	Category:1889年
Kategoriija:Jápmimat 1889	Category:1889年逝世
Kategoriija:1890	Category:1890年
Kategoriija:Jápmimat 1890	Category:1890年逝世
Kategoriija:1891	Category:1891年
Kategoriija:Jápmimat 1891	Category:1891年逝世
Kategoriija:1892	Category:1892年
Kategoriija:Jápmimat 1892	Category:1892年逝世
Kategoriija:1893	Category:1893年
Kategoriija:Jápmimat 1893	Category:1893年逝世
Kategoriija:1894	Category:1894年
Kategoriija:Jápmimat 1894	Category:1894年逝世
Kategoriija:1895	Category:1895年
Kategoriija:Jápmimat 1895	Category:1895年逝世
Kategoriija:Jápmimat 1896	Category:1896年逝世
Kategoriija:1897	Category:1897年
Kategoriija:Jápmimat 1897	Category:1897年逝世
Kategoriija:Jápmimat 1898	Category:1898年逝世
Kategoriija:1899	Category:1899年
Kategoriija:Jápmimat 1899	Category:1899年逝世
Kategoriija:Jápmimat 1900	Category:1900年逝世
Kategoriija:Jápmimat 1901	Category:1901年逝世
Kategoriija:Jápmimat 1905	Category:1905年逝世
Kategoriija:Jápmimat 1906	Category:1906年逝世
Kategoriija:Jápmimat 1908	Category:1908年逝世
Kategoriija:Jápmimat 1909	Category:1909年逝世
Kategoriija:Jápmimat 1910	Category:1910年逝世
Kategoriija:Jápmimat 1912	Category:1912年逝世
Kategoriija:Jápmimat 1913	Category:1913年逝世
Kategoriija:Jápmimat 1914	Category:1914年逝世
Kategoriija:Jápmimat 1915	Category:1915年逝世
Kategoriija:Jápmimat 1916	Category:1916年逝世
Kategoriija:Jápmimat 1917	Category:1917年逝世
Kategoriija:Jápmimat 1918	Category:1918年逝世
Kategoriija:Jápmimat 1919	Category:1919年逝世
Kategoriija:Jápmimat 1920	Category:1920年逝世
Kategoriija:Jápmimat 1921	Category:1921年逝世
Kategoriija:Jápmimat 1923	Category:1923年逝世
Kategoriija:Jápmimat 1925	Category:1925年逝世
Kategoriija:Jápmimat 1926	Category:1926年逝世
Kategoriija:Jápmimat 1927	Category:1927年逝世
Kategoriija:Jápmimat 1932	Category:1932年逝世
Kategoriija:Jápmimat 1935	Category:1935年逝世
Kategoriija:Jápmimat 1936	Category:1936年逝世
Kategoriija:Jápmimat 1939	Category:1939年逝世
Kategoriija:Jápmimat 1940	Category:1940年逝世
Kategoriija:Jápmimat 1941	Category:1941年逝世
Kategoriija:Jápmimat 1944	Category:1944年逝世
Kategoriija:Jápmimat 1948	Category:1948年逝世
Kategoriija:Jápmimat 1951	Category:1951年逝世
Kategoriija:Jápmimat 1952	Category:1952年逝世
Kategoriija:Jápmimat 1953	Category:1953年逝世
Kategoriija:Jápmimat 1954	Category:1954年逝世
Kategoriija:Jápmimat 1955	Category:1955年逝世
Kategoriija:Jápmimat 1956	Category:1956年逝世
Kategoriija:Jápmimat 1957	Category:1957年逝世
Kategoriija:Jápmimat 1958	Category:1958年逝世
Kategoriija:1961	Category:1961年
Kategoriija:1964	Category:1964年
Kategoriija:Jápmimat 1964	Category:1964年逝世
Kategoriija:1965	Category:1965年
Kategoriija:Jápmimat 1965	Category:1965年逝世
Kategoriija:1966	Category:1966年
Kategoriija:1967	Category:1967年
Kategoriija:Jápmimat 1967	Category:1967年逝世
Kategoriija:Jápmimat 1968	Category:1968年逝世
Kategoriija:1969	Category:1969年
Kategoriija:1970	Category:1970年
Kategoriija:Jápmimat 1970	Category:1970年逝世
Kategoriija:Jápmimat 1971	Category:1971年逝世
Kategoriija:1972	Category:1972年
Kategoriija:Jápmimat 1972	Category:1972年逝世
Kategoriija:1973	Category:1973年
Kategoriija:Jápmimat 1973	Category:1973年逝世
Kategoriija:1974	Category:1974年
Kategoriija:1975	Category:1975年
Kategoriija:1976	Category:1976年
Kategoriija:Jápmimat 1977	Category:1977年逝世
Kategoriija:1978	Category:1978年
Kategoriija:1979	Category:1979年
Kategoriija:1980	Category:1980年
Kategoriija:1981	Category:1981年
Kategoriija:1982	Category:1982年
Kategoriija:Jápmimat 1982	Category:1982年逝世
Kategoriija:1983	Category:1983年
Kategoriija:Jápmimat 1983	Category:1983年逝世
Kategoriija:1984	Category:1984年
Kategoriija:Jápmimat 1984	Category:1984年逝世
Kategoriija:1985	Category:1985年
Kategoriija:Jápmimat 1985	Category:1985年逝世
Kategoriija:1986	Category:1986年
Kategoriija:1987	Category:1987年
Kategoriija:Jápmimat 1987	Category:1987年逝世
Kategoriija:1988	Category:1988年
Kategoriija:1989	Category:1989年
Kategoriija:Jápmimat 1989	Category:1989年逝世
Kategoriija:1990	Category:1990年
Kategoriija:Jápmimat 1990	Category:1990年逝世
Kategoriija:1991	Category:1991年
Kategoriija:1992	Category:1992年
Kategoriija:1993	Category:1993年
Kategoriija:1994	Category:1994年
Kategoriija:1995	Category:1995年
Kategoriija:Jápmimat 1995	Category:1995年逝世
Kategoriija:1996	Category:1996年
Kategoriija:Jápmimat 1996	Category:1996年逝世
Kategoriija:1997	Category:1997年
Kategoriija:Jápmimat 1997	Category:1997年逝世
Kategoriija:1999	Category:1999年
Kategoriija:2000	Category:2000年
Kategoriija:Jápmimat 2000	Category:2000年逝世
Kategoriija:2001	Category:2001年
Kategoriija:Jápmimat 2001	Category:2001年逝世
Kategoriija:2002	Category:2002年
Kategoriija:Jápmimat 2002	Category:2002年逝世
Kategoriija:Jápmimat 2003	Category:2003年逝世
Kategoriija:2004	Category:2004年
Kategoriija:Jápmimat 2004	Category:2004年逝世
Kategoriija:2005	Category:2005年
Kategoriija:2006	Category:2006年
Kategoriija:Jápmimat 2006	Category:2006年逝世
Kategoriija:2007	Category:2007年
Kategoriija:2008	Category:2008年
Kategoriija:2009	Category:2009年
Kategoriija:2010	Category:2010年
Kategoriija:2011	Category:2011年
Kategoriija:Suoloriikkat	Category:岛国
Kategoriija:Norgga politihkka	Category:挪威政治
Kategoriija:Ruoŧa politihkka	Category:瑞典政治
Kategoriija:Soahtehistorjá riikkaid mielde	Category:各國軍事史
Málle:Värmlándda leana gielddat	Template:韋姆蘭省
Kategoriija:Ruhtaovttadagat	Category:通貨
Kategoriija:Kalaallit Nunaata eatnandiehtu	Category:格陵兰地理
Kategoriija:Norgga eatnandiehtu	Category:挪威地理
Kategoriija:Dánmárkku eatnandiehtu	Category:丹麥地理
Kategoriija:Spánia eatnandiehtu	Category:西班牙地理
Kategoriija:Islándda geografiija	Category:冰岛地理
Kategoriija:Irlándda eatnandiehtu	Category:愛爾蘭地理
Kategoriija:Jogat	Category:河流
Málle:User et-3	Template:User et-3
Málle:User fi-2	Template:User fi-2
Kategoriija:Durkka eatnandiehtu	Category:土耳其地理
Kategoriija:Suoma eatnandiehtu	Category:芬蘭地理
Málle:User la-2	Template:User la-2
Málle:User li-1	Template:User li-1
Málle:User mk-1	Template:User mk-1
Málle:User nn-2	Template:User nn-2
Málle:User no-1	Template:User no-1
Málle:User ru-0	Template:User ru-0
Málle:User ru-1	Template:User ru-1
Málle:User sk-1	Template:User sk-1
Málle:User sk-2	Template:User sk-2
Málle:User sk-3	Template:User sk-3
Málle:User sr-1	Template:User sr-1
Málle:User sxu-1	Template:User sxu-1
Kategoriija:Kiinná jogat	Category:中国河流
Kategoriija:Suoma jogat	Category:芬兰河流
Málle:User uk-4	Template:User uk-4
Málle:User zh-2	Template:User zh-2
Kategoriija:Lulli-Amerihká kultuvra	Category:南美洲文化
Kategoriija:Chilelaš kultuvra	Category:智利文化
Kategoriija:Kultuvrralaš eatnandiehtu	Category:文化地理學
Kategoriija:Ruoŧa historjá	Category:瑞典历史
Kategoriija:Nepala eatnandiehtu	Category:尼泊爾地理
Kategoriija:Ruošša eatnandiehtu	Category:俄羅斯地理
Kategoriija:Malta eatnandiehtu	Category:馬耳他地理
Kategoriija:Eurovision lávllagilvvohallan	Category:歐洲歌唱大賽
Kategoriija:Norgalaččat	Category:挪威人
Kategoriija:Lávlu	Category:歌唱
Kategoriija:Ruoŧŧelaččat	Category:瑞典人
Kategoriija:Etiopialaččat	Category:衣索比亞人
Kategoriija:Japánalaččat	Category:日本人
Kategoriija:Teáhter	Category:戏剧
Kategoriija:Suopmelaččat	Category:芬兰人
Kategoriija:Ungáralaččat	Category:匈牙利人
Kategoriija:Gielladutkit	Category:语言学家
Kategoriija:Interneahtta-TLD:at	Category:國家及地區頂級域
Málle:Neutrála	Template:Neutral
Kategoriija:Geavaheaddji nl	Category:Nl 使用者
Kategoriija:Geavaheaddji no-1	Category:No-1 使用者
Kategoriija:Geavaheaddji no-2	Category:No-2 使用者
Kategoriija:Geavaheaddji no	Category:No 使用者
Kategoriija:Geavaheaddji zh-1	Category:Zh-1 使用者
Kategoriija:Geavaheaddji zh-2	Category:Zh-2 使用者
Kategoriija:Dublin	Category:都柏林
Kategoriija:Armenia	Category:亞美尼亞
Kategoriija:Bahrain	Category:巴林
Kategoriija:Bhutan	Category:不丹
Kategoriija:Amerihkálaš diktačállit	Category:美国诗人
Kategoriija:Duiskalaš fysihkkárat	Category:德国物理学家
Kategoriija:Šveicalaš fysihkkárat	Category:瑞士物理学家
Kategoriija:Riikkaidgaskasaš politihkka	Category:國際關係
Kategoriija:Láibun	Category:烘焙
Kategoriija:Álggaheamit 1994:s	Category:1994年建立
Kategoriija:Ođđasat	Category:新聞
Kategoriija:Jápmimat 1945	Category:1945年逝世
Kategoriija:Chilelaš diktačállit	Category:智利诗人
Kategoriija:Jápmimat 1963	Category:1963年逝世
Kategoriija:1833	Category:1833年
Kategoriija:1832	Category:1832年
Kategoriija:Jápmimat 1930	Category:1930年逝世
Kategoriija:1822	Category:1822年
Kategoriija:1300-lohku	Category:14世纪
Kategoriija:1200-lohku	Category:13世纪
Kategoriija:1500-lohku	Category:16世纪
Kategoriija:1100-lohku	Category:12世纪
Kategoriija:1700-lohku	Category:18世纪
Kategoriija:Dánskalaš gielladutkit	Category:丹麥語言學家
Kategoriija:Ruoŧŧelaš gielladutkit	Category:瑞典语言学家
Kategoriija:Brasilialaš musihkkárat	Category:巴西音樂家
Kategoriija:Davvi-Vuolleeatnamat	Category:北荷兰省
Kategoriija:Itálialaš musihkkárat	Category:義大利音樂家
Kategoriija:1829	Category:1829年
Kategoriija:Vuolleeatnamiid leanat	Category:荷兰省份
Kategoriija:Armeniálaš šuokŋadahkkit	Category:亞美尼亞作曲家
Kategoriija:Aserbaižanalaš šuokŋadahkkit	Category:阿塞拜疆作曲家
Kategoriija:Sosiálpsykologiija	Category:社會心理學
Kategoriija:Álgoálbmogat	Category:原住民
Kategoriija:Duiskalaš musihkkárat	Category:德國音樂家
Kategoriija:Jápmimat 1988	Category:1988年逝世
Kategoriija:Armeniálaččat	Category:亚美尼亚人
Kategoriija:Suopmelaš politihkkárat	Category:芬蘭政治人物
Kategoriija:Meksikolaččat	Category:墨西哥人
Kategoriija:Suopmelaš gielladutkit	Category:芬兰语言学家
Kategoriija:Canberra	Category:堪培拉
Kategoriija:Jápmimat 1823	Category:1823年逝世
Kategoriija:Eurohpálaš musihkka	Category:欧洲音乐
Kategoriija:Indoeurohpálaš gielat	Category:印欧语系
Kategoriija:Cihranlottit	Category:雨燕目
Kategoriija:Ruoššalaš dáiddárat	Category:俄国画家
Kategoriija:1701	Category:1701年
Kategoriija:1708	Category:1708年
Kategoriija:1734	Category:1734年
Kategoriija:1736	Category:1736年
Kategoriija:1742	Category:1742年
Kategoriija:1745	Category:1745年
Kategoriija:1771	Category:1771年
Kategoriija:1789	Category:1789年
Kategoriija:1796	Category:1796年
Kategoriija:Jápmimat 1809	Category:1809年逝世
Kategoriija:1821	Category:1821年
Kategoriija:1825	Category:1825年
Kategoriija:1828	Category:1828年
Kategoriija:1837	Category:1837年
Kategoriija:Riegádeamit 1838	Category:1838年出生
Kategoriija:1841	Category:1841年
Kategoriija:1850	Category:1850年
Kategoriija:1867	Category:1867年
Kategoriija:1873	Category:1873年
Kategoriija:1878	Category:1878年
Kategoriija:1896	Category:1896年
Kategoriija:Jápmimat 1924	Category:1924年逝世
Kategoriija:Jápmimat 1960	Category:1960年逝世
Kategoriija:1963	Category:1963年
Kategoriija:Jápmimat 1981	Category:1981年逝世
Kategoriija:Jápmimat 1999	Category:1999年逝世
Kategoriija:Šilljocihcelottit	Category:雀形目
Kategoriija:Englánddalaš lávlut	Category:英格蘭歌手
Kategoriija:Eurohpálaš politihkkárat	Category:歐洲政治人物
Kategoriija:Fránskalaš filosofat	Category:法国哲学家
Kategoriija:Amerihkálaš fysihkkárat	Category:美国物理学家
Kategoriija:Italiálaš spábbačiekčit	Category:意大利足球运动员
Kategoriija:Dieđaolbmot	Category:科学家
Kategoriija:Austrálialaš neavttárat	Category:澳大利亚演员
Kategoriija:Bruvssat	Category:软饮料
Kategoriija:Buorit artihkkalat -prošeakta	Category:優良條目
Kategoriija:Nobel-bálkkašupmi	Category:诺贝尔奖
Málle:User pfl-1	Template:User pfl-1
Kategoriija:1400-lohku	Category:15世纪
Kategoriija:Albánialaš politihkka	Category:阿尔巴尼亚政治
Kategoriija:Vuolleeatnamiid eatnandiehtu	Category:荷蘭地理
Kategoriija:Nuortariikka eatnandiehtu	Category:奥地利地理
Kategoriija:Frankriikka eatnandiehtu	Category:法國地理
Kategoriija:Norgga jogat	Category:挪威河流
Kategoriija:Georgia	Category:喬治亞
Kategoriija:Beaivvášalbmoneamit	Category:太阳活动
Kategoriija:Eurohpálaš gonagasviessu	Category:歐洲王室家族
Kategoriija:Serbialaččat	Category:塞尔维亚人
Kategoriija:Australialaččat	Category:澳大利亞人
Kategoriija:Duiskalaš diktačállit	Category:德国诗人
Kategoriija:Aserbaižanalaš musihkkárat	Category:阿塞拜疆音樂家
Kategoriija:1702	Category:1702年
Kategoriija:1727	Category:1727年
Kategoriija:1735	Category:1735年
Kategoriija:1737	Category:1737年
Kategoriija:1744	Category:1744年
Kategoriija:1808	Category:1808年
Kategoriija:1824	Category:1824年
Kategoriija:1826	Category:1826年
Kategoriija:1831	Category:1831年
Kategoriija:Jápmimat 1835	Category:1835年逝世
Kategoriija:Jápmimat 1839	Category:1839年逝世
Kategoriija:Jápmimat 1848	Category:1848年逝世
Kategoriija:Jápmimat 1868	Category:1868年逝世
Kategoriija:Jápmimat 1874	Category:1874年逝世
Kategoriija:Jápmimat 1888	Category:1888年逝世
Kategoriija:Jápmimat 1929	Category:1929年逝世
Kategoriija:Jápmimat 1933	Category:1933年逝世
Kategoriija:Jápmimat 1961	Category:1961年逝世
Kategoriija:1968	Category:1968年
Kategoriija:Šveicca eatnandiehtu	Category:瑞士地理
Málle:G-hy	Template:Lang-hy
Kategoriija:Journalistihkka	Category:新闻学
Kategoriija:Chilelaš diplomáhttat	Category:智利外交官
Kategoriija:Serbialaš politihkkárat	Category:塞尔维亚政治家
Kategoriija:Ruoŧŧelaš politihkkárat	Category:瑞典政治人物
Kategoriija:1746	Category:1746年
Kategoriija:1785	Category:1785年
Kategoriija:1817	Category:1817年
Kategoriija:1898	Category:1898年
Kategoriija:1998	Category:1998年
Kategoriija:Nepal	Category:尼泊爾
Kategoriija:Greikka eatnandiehtu	Category:希臘地理
Kategoriija:Islándalaččat	Category:冰岛人
Kategoriija:Chilelaččat	Category:智利人
Kategoriija:Ovttastuvvan arábaemiráhtat	Category:阿拉伯联合酋长国
Kategoriija:Norgalaš politihkkárat	Category:挪威政治人物
Kategoriija:Jápmimat 1795	Category:1795年逝世
Kategoriija:1855	Category:1855年
Kategoriija:2003	Category:2003年
Kategoriija:IPA-mállet	Category:IPA模板
Kategoriija:1971	Category:1971年
Kategoriija:Giellamállet	Category:多语言支援模板
Kategoriija:Jugoslávia	Category:南斯拉夫
Kategoriija:Ruoŧŧelaš fitnodagat	Category:瑞典公司
Málle:User de-4	Template:User de-4
Kategoriija:Biibbala olbmot	Category:聖經人物
Kategoriija:Suoma presideanttat	Category:芬蘭總統
Kategoriija:Frankriikka presideanttat	Category:法国总统
Kategoriija:Ecuadora presideanttat	Category:厄瓜多尔总统
Kategoriija:Amerihká ovttastuvvan stáhtaid presideanttat	Category:美国总统
Kategoriija:Eurohpá historjá	Category:欧洲历史
Kategoriija:San Marino	Category:聖馬力諾
Kategoriija:Costa Rica	Category:哥斯大黎加
Kategoriija:Bosnia-Hercegovina	Category:波斯尼亚和黑塞哥维那
Kategoriija:Norga	Category:挪威
Kategoriija:Liechtenstein	Category:列支敦斯登
Kategoriija:Uruguay	Category:乌拉圭
Kategoriija:Andorra	Category:安道爾
Kategoriija:Serbia	Category:塞尔维亚
Kategoriija:Belize	Category:貝里斯
Kategoriija:Haiti	Category:海地
Kategoriija:Ecuador	Category:厄瓜多
Kategoriija:Albánia	Category:阿爾巴尼亞
Kategoriija:Oseania riikkat	Category:大洋洲国家
Kategoriija:Monaco	Category:摩纳哥
Kategoriija:Davvi-Amerihká riikkat	Category:北美洲國家
Kategoriija:Guolit	Category:鱼类
Kategoriija:Ruotnasat	Category:蔬菜
Kategoriija:Heđemat	Category:水果
Kategoriija:Bellodagat	Category:政党
Kategoriija:Meannodiehtagat	Category:行為科學
Kategoriija:Mirkkolaš šattut	Category:有毒植物
Kategoriija:Partihkkalfysihkka	Category:粒子物理学
Kategoriija:Ruoŧa leanat	Category:瑞典省份
Kategoriija:Japánagiella	Category:日语
Kategoriija:Amerihká ovttastuvvan stáhtaid gielat	Category:美國語言
Kategoriija:Kanáda gielat	Category:加拿大語言
